Source,Type,Date,Amount,Month,Financial Year
LIC,Life Insurance,Jul/2019,"₹10,626.00",7,2019–2020
LIC,Life Insurance,Aug/2019,"₹22,338.00",8,2019–2020
LIC,Life Insurance,Sep/2019,"₹24,415.00",9,2019–2020
LIC,Life Insurance,Oct/2019,"₹7,221.00",10,2019–2020
LIC,Life Insurance,Nov/2019,"₹11,715.00",11,2019–2020
LIC,Life Insurance,Dec/2019,"₹42,340.00",12,2019–2020
LIC,Life Insurance,Jan/2020,"₹9,565.00",1,2019–2020
LIC,Life Insurance,Feb/2020,"₹32,157.00",2,2019–2020
LIC,Life Insurance,Mar/2020,"₹54,792.00",3,2019–2020
Star Health,Health Insurance,Apr/2019,"₹3,169.00",4,2019–2020
Star Health,Health Insurance,May/2019,"₹9,342.00",5,2019–2020
Star Health,Health Insurance,Jun/2019,"₹3,730.00",6,2019–2020
Star Health,Health Insurance,Jul/2019,"₹5,512.00",7,2019–2020
Star Health,Health Insurance,Aug/2019,"₹13,664.00",8,2019–2020
Star Health,Health Insurance,Sep/2019,"₹11,948.00",9,2019–2020
Star Health,Health Insurance,Oct/2019,"₹4,094.00",10,2019–2020
Star Health,Health Insurance,Nov/2019,"₹7,891.00",11,2019–2020
Star Health,Health Insurance,Dec/2019,"₹9,440.00",12,2019–2020
Star Health,Health Insurance,Jan/2020,"₹8,951.00",1,2019–2020
Star Health,Health Insurance,Feb/2020,"₹14,666.00",2,2019–2020
Star Health,Health Insurance,Mar/2020,"₹21,990.00",3,2019–2020
General Insurance,General Insurance,Apr/2019,"₹1,028.00",4,2019–2020
General Insurance,General Insurance,May/2019,₹0.00,5,2019–2020
General Insurance,General Insurance,Jun/2019,₹0.00,6,2019–2020
General Insurance,General Insurance,Jul/2019,₹0.00,7,2019–2020
General Insurance,General Insurance,Aug/2019,₹196.00,8,2019–2020
General Insurance,General Insurance,Sep/2019,"₹1,237.00",9,2019–2020
General Insurance,General Insurance,Oct/2019,₹300.00,10,2019–2020
General Insurance,General Insurance,Nov/2019,₹0.00,11,2019–2020
General Insurance,General Insurance,Dec/2019,₹0.00,12,2019–2020
General Insurance,General Insurance,Jan/2020,₹0.00,1,2019–2020
General Insurance,General Insurance,Feb/2020,"₹1,076.00",2,2019–2020
General Insurance,General Insurance,Mar/2020,"₹1,282.00",3,2019–2020
ICICI Mutual Fund,Mutual Fund,Apr/2020,"₹19,054.52",4,2020–2021
ICICI Mutual Fund,Mutual Fund,May/2020,"₹16,393.40",5,2020–2021
ICICI Mutual Fund,Mutual Fund,Jun/2020,"₹17,778.58",6,2020–2021
ICICI Mutual Fund,Mutual Fund,Jul/2020,"₹18,722.28",7,2020–2021
ICICI Mutual Fund,Mutual Fund,Aug/2020,"₹20,281.91",8,2020–2021
ICICI Mutual Fund,Mutual Fund,Sep/2020,"₹21,443.92",9,2020–2021
ICICI Mutual Fund,Mutual Fund,Oct/2020,"₹20,674.17",10,2020–2021
ICICI Mutual Fund,Mutual Fund,Nov/2020,"₹20,697.96",11,2020–2021
ICICI Mutual Fund,Mutual Fund,Dec/2020,"₹22,515.03",12,2020–2021
ICICI Mutual Fund,Mutual Fund,Jan/2021,"₹25,799.56",1,2020–2021
ICICI Mutual Fund,Mutual Fund,Feb/2021,"₹26,307.10",2,2020–2021
ICICI Mutual Fund,Mutual Fund,Mar/2021,"₹26,234.21",3,2020–2021
HDFC,Mutual Fund,Apr/2020,"₹2,471.56",4,2020–2021
HDFC,Mutual Fund,May/2020,"₹2,346.15",5,2020–2021
HDFC,Mutual Fund,Jun/2020,"₹2,542.23",6,2020–2021
HDFC,Mutual Fund,Jul/2020,"₹2,430.69",7,2020–2021
HDFC,Mutual Fund,Aug/2020,"₹2,915.92",8,2020–2021
HDFC,Mutual Fund,Sep/2020,"₹3,117.42",9,2020–2021
HDFC,Mutual Fund,Oct/2020,"₹2,992.29",10,2020–2021
HDFC,Mutual Fund,Nov/2020,"₹3,054.18",11,2020–2021
HDFC,Mutual Fund,Dec/2020,"₹3,159.77",12,2020–2021
HDFC,Mutual Fund,Jan/2021,"₹3,284.18",1,2020–2021
HDFC,Mutual Fund,Feb/2021,"₹3,375.64",2,2020–2021
HDFC,Mutual Fund,Mar/2021,"₹3,176.23",3,2020–2021
IDFC,Mutual Fund,Apr/2020,"₹3,652.76",4,2020–2021
IDFC,Mutual Fund,May/2020,"₹3,366.83",5,2020–2021
IDFC,Mutual Fund,Jun/2020,"₹3,742.08",6,2020–2021
IDFC,Mutual Fund,Jul/2020,"₹3,969.64",7,2020–2021
IDFC,Mutual Fund,Aug/2020,"₹4,542.92",8,2020–2021
IDFC,Mutual Fund,Sep/2020,"₹4,978.06",9,2020–2021
IDFC,Mutual Fund,Oct/2020,"₹4,899.30",10,2020–2021
IDFC,Mutual Fund,Nov/2020,"₹5,252.22",11,2020–2021
IDFC,Mutual Fund,Dec/2020,"₹5,473.65",12,2020–2021
IDFC,Mutual Fund,Jan/2021,"₹6,136.50",1,2020–2021
IDFC,Mutual Fund,Feb/2021,"₹6,537.99",2,2020–2021
IDFC,Mutual Fund,Mar/2021,"₹6,226.86",3,2020–2021
ABSL,Mutual Fund,Apr/2020,"₹3,624.67",4,2020–2021
ABSL,Mutual Fund,May/2020,"₹3,359.52",5,2020–2021
ABSL,Mutual Fund,Jun/2020,"₹3,630.40",6,2020–2021
ABSL,Mutual Fund,Jul/2020,"₹3,738.96",7,2020–2021
ABSL,Mutual Fund,Aug/2020,"₹3,961.13",8,2020–2021
ABSL,Mutual Fund,Sep/2020,"₹4,163.92",9,2020–2021
ABSL,Mutual Fund,Oct/2020,"₹4,192.02",10,2020–2021
ABSL,Mutual Fund,Nov/2020,"₹4,493.63",11,2020–2021
ABSL,Mutual Fund,Dec/2020,"₹4,613.25",12,2020–2021
ABSL,Mutual Fund,Jan/2021,"₹4,912.17",1,2020–2021
ABSL,Mutual Fund,Feb/2021,"₹5,124.49",2,2020–2021
ABSL,Mutual Fund,Mar/2021,"₹4,894.99",3,2020–2021
SBI,Mutual Fund,Apr/2020,₹588.52,4,2020–2021
SBI,Mutual Fund,May/2020,₹598.78,5,2020–2021
SBI,Mutual Fund,Jun/2020,₹666.54,6,2020–2021
SBI,Mutual Fund,Jul/2020,₹736.13,7,2020–2021
SBI,Mutual Fund,Aug/2020,₹807.77,8,2020–2021
SBI,Mutual Fund,Sep/2020,₹885.69,9,2020–2021
SBI,Mutual Fund,Oct/2020,₹892.46,10,2020–2021
SBI,Mutual Fund,Nov/2020,"₹2,568.73",11,2020–2021
SBI,Mutual Fund,Dec/2020,₹976.72,12,2020–2021
SBI,Mutual Fund,Jan/2021,"₹1,128.48",1,2020–2021
SBI,Mutual Fund,Feb/2021,"₹1,233.91",2,2020–2021
SBI,Mutual Fund,Mar/2021,"₹1,195.20",3,2020–2021
Reliance,Mutual Fund,Apr/2020,₹579.00,4,2020–2021
Reliance,Mutual Fund,May/2020,₹521.00,5,2020–2021
Reliance,Mutual Fund,Jun/2020,₹547.80,6,2020–2021
Reliance,Mutual Fund,Jul/2020,₹539.75,7,2020–2021
Reliance,Mutual Fund,Aug/2020,₹629.78,8,2020–2021
Reliance,Mutual Fund,Sep/2020,₹670.27,9,2020–2021
Reliance,Mutual Fund,Oct/2020,₹656.86,10,2020–2021
Reliance,Mutual Fund,Nov/2020,₹672.41,11,2020–2021
Reliance,Mutual Fund,Dec/2020,₹305.11,12,2020–2021
Reliance,Mutual Fund,Jan/2021,₹744.45,1,2020–2021
Reliance,Mutual Fund,Feb/2021,₹438.56,2,2020–2021
Reliance,Mutual Fund,Mar/2021,₹696.07,3,2020–2021
Axis,Mutual Fund,Apr/2020,"₹1,280.95",4,2020–2021
Axis,Mutual Fund,May/2020,"₹1,282.91",5,2020–2021
Axis,Mutual Fund,Jun/2020,"₹1,407.92",6,2020–2021
Axis,Mutual Fund,Jul/2020,"₹1,490.26",7,2020–2021
Axis,Mutual Fund,Aug/2020,"₹1,627.19",8,2020–2021
Axis,Mutual Fund,Sep/2020,"₹1,734.50",9,2020–2021
Axis,Mutual Fund,Oct/2020,"₹1,727.11",10,2020–2021
Axis,Mutual Fund,Nov/2020,"₹1,908.58",11,2020–2021
Axis,Mutual Fund,Dec/2020,"₹2,053.25",12,2020–2021
Axis,Mutual Fund,Jan/2021,"₹2,410.26",1,2020–2021
Axis,Mutual Fund,Feb/2021,"₹2,782.50",2,2020–2021
Axis,Mutual Fund,Mar/2021,"₹2,691.55",3,2020–2021
Kotak,Mutual Fund,Apr/2020,"₹1,879.99",4,2020–2021
Kotak,Mutual Fund,May/2020,"₹1,787.68",5,2020–2021
Kotak,Mutual Fund,Jun/2020,"₹1,952.00",6,2020–2021
Kotak,Mutual Fund,Jul/2020,"₹2,229.65",7,2020–2021
Kotak,Mutual Fund,Aug/2020,"₹2,568.35",8,2020–2021
Kotak,Mutual Fund,Sep/2020,"₹2,857.84",9,2020–2021
Kotak,Mutual Fund,Oct/2020,"₹2,970.25",10,2020–2021
Kotak,Mutual Fund,Nov/2020,"₹3,167.58",11,2020–2021
Kotak,Mutual Fund,Dec/2020,"₹3,298.92",12,2020–2021
Kotak,Mutual Fund,Jan/2021,"₹3,976.19",1,2020–2021
Kotak,Mutual Fund,Feb/2021,"₹4,784.33",2,2020–2021
Kotak,Mutual Fund,Mar/2021,"₹4,616.74",3,2020–2021
Tata,Mutual Fund,Apr/2020,"₹1,013.31",4,2020–2021
Tata,Mutual Fund,May/2020,₹974.84,5,2020–2021
Tata,Mutual Fund,Jun/2020,"₹1,069.72",6,2020–2021
Tata,Mutual Fund,Jul/2020,"₹1,154.07",7,2020–2021
Tata,Mutual Fund,Aug/2020,"₹1,288.45",8,2020–2021
Tata,Mutual Fund,Sep/2020,"₹1,393.85",9,2020–2021
Tata,Mutual Fund,Oct/2020,"₹1,437.69",10,2020–2021
Tata,Mutual Fund,Nov/2020,"₹2,502.31",11,2020–2021
Tata,Mutual Fund,Dec/2020,"₹2,624.51",12,2020–2021
Tata,Mutual Fund,Jan/2021,"₹3,031.21",1,2020–2021
Tata,Mutual Fund,Feb/2021,"₹3,213.65",2,2020–2021
Tata,Mutual Fund,Mar/2021,"₹2,931.97",3,2020–2021
SUND,Mutual Fund,Apr/2020,₹0.00,4,2020–2021
SUND,Mutual Fund,May/2020,₹0.00,5,2020–2021
SUND,Mutual Fund,Jun/2020,₹0.00,6,2020–2021
SUND,Mutual Fund,Jul/2020,₹337.30,7,2020–2021
SUND,Mutual Fund,Aug/2020,₹271.48,8,2020–2021
SUND,Mutual Fund,Sep/2020,₹304.89,9,2020–2021
SUND,Mutual Fund,Oct/2020,₹313.30,10,2020–2021
SUND,Mutual Fund,Nov/2020,₹342.88,11,2020–2021
SUND,Mutual Fund,Dec/2020,₹356.33,12,2020–2021
SUND,Mutual Fund,Jan/2021,₹327.89,1,2020–2021
SUND,Mutual Fund,Feb/2021,₹389.81,2,2020–2021
SUND,Mutual Fund,Mar/2021,₹371.61,3,2020–2021
LIC MF,Mutual Fund,Apr/2020,₹407.13,4,2020–2021
LIC MF,Mutual Fund,May/2020,₹0.00,5,2020–2021
LIC MF,Mutual Fund,Jun/2020,₹500.29,6,2020–2021
LIC MF,Mutual Fund,Jul/2020,₹507.25,7,2020–2021
LIC MF,Mutual Fund,Aug/2020,₹545.07,8,2020–2021
LIC MF,Mutual Fund,Sep/2020,₹558.88,9,2020–2021
LIC MF,Mutual Fund,Oct/2020,₹545.45,10,2020–2021
LIC MF,Mutual Fund,Nov/2020,₹581.77,11,2020–2021
LIC MF,Mutual Fund,Dec/2020,₹603.75,12,2020–2021
LIC MF,Mutual Fund,Jan/2021,₹658.59,1,2020–2021
LIC MF,Mutual Fund,Feb/2021,₹669.63,2,2020–2021
LIC MF,Mutual Fund,Mar/2021,₹594.07,3,2020–2021
LNT,Mutual Fund,Apr/2020,₹297.30,4,2020–2021
LNT,Mutual Fund,May/2020,₹281.48,5,2020–2021
LNT,Mutual Fund,Jun/2020,₹305.24,6,2020–2021
LNT,Mutual Fund,Jul/2020,₹325.23,7,2020–2021
LNT,Mutual Fund,Aug/2020,₹349.41,8,2020–2021
LNT,Mutual Fund,Sep/2020,₹377.50,9,2020–2021
LNT,Mutual Fund,Oct/2020,₹270.30,10,2020–2021
LNT,Mutual Fund,Nov/2020,₹350.76,11,2020–2021
LNT,Mutual Fund,Dec/2020,₹356.01,12,2020–2021
LNT,Mutual Fund,Jan/2021,₹382.77,1,2020–2021
LNT,Mutual Fund,Feb/2021,₹403.44,2,2020–2021
LNT,Mutual Fund,Mar/2021,₹352.95,3,2020–2021
FRANK,Mutual Fund,Apr/2020,₹37.25,4,2020–2021
FRANK,Mutual Fund,May/2020,₹34.09,5,2020–2021
FRANK,Mutual Fund,Jun/2020,₹37.23,6,2020–2021
FRANK,Mutual Fund,Jul/2020,₹39.04,7,2020–2021
FRANK,Mutual Fund,Aug/2020,₹0.58,8,2020–2021
FRANK,Mutual Fund,Sep/2020,₹0.86,9,2020–2021
FRANK,Mutual Fund,Oct/2020,₹0.83,10,2020–2021
FRANK,Mutual Fund,Nov/2020,₹0.88,11,2020–2021
FRANK,Mutual Fund,Dec/2020,₹0.93,12,2020–2021
FRANK,Mutual Fund,Jan/2021,₹1.05,1,2020–2021
FRANK,Mutual Fund,Feb/2021,₹1.12,2,2020–2021
FRANK,Mutual Fund,Mar/2021,₹1.10,3,2020–2021
DSP,Mutual Fund,Apr/2020,₹381.02,4,2020–2021
DSP,Mutual Fund,May/2020,₹360.34,5,2020–2021
DSP,Mutual Fund,Jun/2020,₹422.65,6,2020–2021
DSP,Mutual Fund,Jul/2020,₹501.88,7,2020–2021
DSP,Mutual Fund,Aug/2020,₹558.18,8,2020–2021
DSP,Mutual Fund,Sep/2020,₹622.57,9,2020–2021
DSP,Mutual Fund,Oct/2020,₹639.06,10,2020–2021
DSP,Mutual Fund,Nov/2020,₹690.38,11,2020–2021
DSP,Mutual Fund,Dec/2020,₹767.62,12,2020–2021
DSP,Mutual Fund,Jan/2021,₹892.94,1,2020–2021
DSP,Mutual Fund,Feb/2021,₹993.47,2,2020–2021
DSP,Mutual Fund,Mar/2021,₹999.17,3,2020–2021
UTI,Mutual Fund,Apr/2020,₹0.00,4,2020–2021
UTI,Mutual Fund,May/2020,₹0.00,5,2020–2021
UTI,Mutual Fund,Jun/2020,₹59.25,6,2020–2021
UTI,Mutual Fund,Jul/2020,₹0.00,7,2020–2021
UTI,Mutual Fund,Aug/2020,₹84.79,8,2020–2021
UTI,Mutual Fund,Sep/2020,₹52.55,9,2020–2021
UTI,Mutual Fund,Oct/2020,₹54.76,10,2020–2021
UTI,Mutual Fund,Nov/2020,₹63.23,11,2020–2021
UTI,Mutual Fund,Dec/2020,₹70.45,12,2020–2021
UTI,Mutual Fund,Jan/2021,₹77.30,1,2020–2021
UTI,Mutual Fund,Feb/2021,₹254.75,2,2020–2021
UTI,Mutual Fund,Mar/2021,₹324.12,3,2020–2021
Edelweis,Mutual Fund,Apr/2020,₹0.00,4,2020–2021
Edelweis,Mutual Fund,May/2020,₹0.00,5,2020–2021
Edelweis,Mutual Fund,Jun/2020,₹0.00,6,2020–2021
Edelweis,Mutual Fund,Jul/2020,₹0.00,7,2020–2021
Edelweis,Mutual Fund,Aug/2020,₹100.28,8,2020–2021
Edelweis,Mutual Fund,Sep/2020,,9,2020–2021
Edelweis,Mutual Fund,Oct/2020,₹111.16,10,2020–2021
Edelweis,Mutual Fund,Nov/2020,,11,2020–2021
Edelweis,Mutual Fund,Dec/2020,,12,2020–2021
Edelweis,Mutual Fund,Jan/2021,₹145.47,1,2020–2021
Edelweis,Mutual Fund,Feb/2021,,2,2020–2021
Edelweis,Mutual Fund,Mar/2021,₹118.85,3,2020–2021
MIRAE,Mutual Fund,Apr/2020,₹0.00,4,2020–2021
MIRAE,Mutual Fund,May/2020,₹0.00,5,2020–2021
MIRAE,Mutual Fund,Jun/2020,₹0.00,6,2020–2021
MIRAE,Mutual Fund,Jul/2020,₹0.00,7,2020–2021
MIRAE,Mutual Fund,Aug/2020,₹37.82,8,2020–2021
MIRAE,Mutual Fund,Sep/2020,₹54.44,9,2020–2021
MIRAE,Mutual Fund,Oct/2020,₹64.14,10,2020–2021
MIRAE,Mutual Fund,Nov/2020,₹78.08,11,2020–2021
MIRAE,Mutual Fund,Dec/2020,₹90.83,12,2020–2021
MIRAE,Mutual Fund,Jan/2021,₹109.98,1,2020–2021
MIRAE,Mutual Fund,Feb/2021,₹124.79,2,2020–2021
MIRAE,Mutual Fund,Mar/2021,₹128.39,3,2020–2021
Tata AIA,Life Insurance,Apr/2020,₹0.00,4,2020–2021
Tata AIA,Life Insurance,May/2020,₹0.00,5,2020–2021
Tata AIA,Life Insurance,Jun/2020,₹0.00,6,2020–2021
Tata AIA,Life Insurance,Jul/2020,₹0.00,7,2020–2021
Tata AIA,Life Insurance,Aug/2020,"₹12,284.40",8,2020–2021
Tata AIA,Life Insurance,Sep/2020,"₹5,370.76",9,2020–2021
Tata AIA,Life Insurance,Oct/2020,"₹10,239.75",10,2020–2021
Tata AIA,Life Insurance,Nov/2020,"₹4,901.99",11,2020–2021
Tata AIA,Life Insurance,Dec/2020,,12,2020–2021
Tata AIA,Life Insurance,Jan/2021,,1,2020–2021
Tata AIA,Life Insurance,Feb/2021,,2,2020–2021
Tata AIA,Life Insurance,Mar/2021,,3,2020–2021
LIC,Life Insurance,Apr/2020,"₹26,478.00",4,2020–2021
LIC,Life Insurance,May/2020,"₹34,428.00",5,2020–2021
LIC,Life Insurance,Jun/2020,"₹12,906.00",6,2020–2021
LIC,Life Insurance,Jul/2020,"₹18,316.00",7,2020–2021
LIC,Life Insurance,Aug/2020,"₹23,070.00",8,2020–2021
LIC,Life Insurance,Sep/2020,"₹29,979.00",9,2020–2021
LIC,Life Insurance,Oct/2020,"₹14,089.00",10,2020–2021
LIC,Life Insurance,Nov/2020,"₹45,227.00",11,2020–2021
LIC,Life Insurance,Dec/2020,"₹3,393.00",12,2020–2021
LIC,Life Insurance,Jan/2021,"₹23,342.00",1,2020–2021
LIC,Life Insurance,Feb/2021,"₹26,433.00",2,2020–2021
LIC,Life Insurance,Mar/2021,"₹47,050.00",3,2020–2021
Star Health,Health Insurance,Apr/2020,"₹5,474.00",4,2020–2021
Star Health,Health Insurance,May/2020,"₹10,715.00",5,2020–2021
Star Health,Health Insurance,Jun/2020,"₹13,100.00",6,2020–2021
Star Health,Health Insurance,Jul/2020,"₹10,461.00",7,2020–2021
Star Health,Health Insurance,Aug/2020,"₹14,898.00",8,2020–2021
Star Health,Health Insurance,Sep/2020,"₹18,006.00",9,2020–2021
Star Health,Health Insurance,Oct/2020,"₹12,251.00",10,2020–2021
Star Health,Health Insurance,Nov/2020,"₹4,687.00",11,2020–2021
Star Health,Health Insurance,Dec/2020,"₹11,386.00",12,2020–2021
Star Health,Health Insurance,Jan/2021,"₹7,159.00",1,2020–2021
Star Health,Health Insurance,Feb/2021,"₹19,857.00",2,2020–2021
Star Health,Health Insurance,Mar/2021,"₹17,765.00",3,2020–2021
General Insurance,General Insurance,Apr/2020,₹637.00,4,2020–2021
General Insurance,General Insurance,May/2020,₹899.00,5,2020–2021
General Insurance,General Insurance,Jun/2020,₹178.00,6,2020–2021
General Insurance,General Insurance,Jul/2020,₹0.00,7,2020–2021
General Insurance,General Insurance,Aug/2020,₹290.00,8,2020–2021
General Insurance,General Insurance,Sep/2020,₹511.00,9,2020–2021
General Insurance,General Insurance,Oct/2020,"₹1,752.00",10,2020–2021
General Insurance,General Insurance,Nov/2020,"₹2,056.00",11,2020–2021
General Insurance,General Insurance,Dec/2020,,12,2020–2021
General Insurance,General Insurance,Jan/2021,₹168.00,1,2020–2021
General Insurance,General Insurance,Feb/2021,"₹1,184.00",2,2020–2021
General Insurance,General Insurance,Mar/2021,₹59.00,3,2020–2021
BIrla Health,Health Insurance,Apr/2020,₹0.00,4,2020–2021
BIrla Health,Health Insurance,May/2020,₹0.00,5,2020–2021
BIrla Health,Health Insurance,Jun/2020,₹0.00,6,2020–2021
BIrla Health,Health Insurance,Jul/2020,₹0.00,7,2020–2021
BIrla Health,Health Insurance,Aug/2020,₹0.00,8,2020–2021
BIrla Health,Health Insurance,Sep/2020,₹0.00,9,2020–2021
BIrla Health,Health Insurance,Oct/2020,"₹3,048.33",10,2020–2021
BIrla Health,Health Insurance,Nov/2020,₹0.00,11,2020–2021
BIrla Health,Health Insurance,Dec/2020,₹0.00,12,2020–2021
BIrla Health,Health Insurance,Jan/2021,₹0.00,1,2020–2021
BIrla Health,Health Insurance,Feb/2021,₹0.00,2,2020–2021
BIrla Health,Health Insurance,Mar/2021,₹0.00,3,2020–2021
ICICI Mutual Fund,Mutual Fund,Apr/2022,"₹42,846.56",4,2022–2023
ICICI Mutual Fund,Mutual Fund,May/2022,"₹43,497.71",5,2022–2023
ICICI Mutual Fund,Mutual Fund,Jun/2022,"₹42,732.79",6,2022–2023
ICICI Mutual Fund,Mutual Fund,Jul/2022,"₹41,028.78",7,2022–2023
ICICI Mutual Fund,Mutual Fund,Aug/2022,"₹43,798.52",8,2022–2023
ICICI Mutual Fund,Mutual Fund,Sep/2022,"₹46,819.59",9,2022–2023
ICICI Mutual Fund,Mutual Fund,Oct/2022,"₹45,153.18",10,2022–2023
ICICI Mutual Fund,Mutual Fund,Nov/2022,"₹46,040.93",11,2022–2023
ICICI Mutual Fund,Mutual Fund,Dec/2022,"₹46,729.66",12,2022–2023
ICICI Mutual Fund,Mutual Fund,Jan/2023,"₹49,081.99",1,2022–2023
ICICI Mutual Fund,Mutual Fund,Feb/2023,"₹48,534.08",2,2022–2023
ICICI Mutual Fund,Mutual Fund,Mar/2023,"₹44,332.90",3,2022–2023
Kotak,Mutual Fund,Apr/2022,"₹13,060.70",4,2022–2023
Kotak,Mutual Fund,May/2022,"₹13,423.33",5,2022–2023
Kotak,Mutual Fund,Jun/2022,"₹13,260.61",6,2022–2023
Kotak,Mutual Fund,Jul/2022,"₹13,470.92",7,2022–2023
Kotak,Mutual Fund,Aug/2022,"₹16,129.52",8,2022–2023
Kotak,Mutual Fund,Sep/2022,"₹18,323.44",9,2022–2023
Kotak,Mutual Fund,Oct/2022,"₹18,855.80",10,2022–2023
Kotak,Mutual Fund,Nov/2022,"₹20,828.86",11,2022–2023
Kotak,Mutual Fund,Dec/2022,"₹20,655.25",12,2022–2023
Kotak,Mutual Fund,Jan/2023,"₹21,564.75",1,2022–2023
Kotak,Mutual Fund,Feb/2023,"₹21,268.06",2,2022–2023
Kotak,Mutual Fund,Mar/2023,"₹18,549.72",3,2022–2023
HDFC,Mutual Fund,Apr/2022,"₹4,664.90",4,2022–2023
HDFC,Mutual Fund,May/2022,"₹4,758.98",5,2022–2023
HDFC,Mutual Fund,Jun/2022,"₹4,564.43",6,2022–2023
HDFC,Mutual Fund,Jul/2022,"₹4,311.09",7,2022–2023
HDFC,Mutual Fund,Aug/2022,"₹4,601.81",8,2022–2023
HDFC,Mutual Fund,Sep/2022,"₹4,883.09",9,2022–2023
HDFC,Mutual Fund,Oct/2022,"₹4,686.33",10,2022–2023
HDFC,Mutual Fund,Nov/2022,"₹4,822.61",11,2022–2023
HDFC,Mutual Fund,Dec/2022,"₹4,878.47",12,2022–2023
HDFC,Mutual Fund,Jan/2023,"₹5,669.71",1,2022–2023
HDFC,Mutual Fund,Feb/2023,"₹5,655.79",2,2022–2023
HDFC,Mutual Fund,Mar/2023,"₹5,126.55",3,2022–2023
IDFC,Mutual Fund,Apr/2022,"₹8,615.28",4,2022–2023
IDFC,Mutual Fund,May/2022,"₹8,289.30",5,2022–2023
IDFC,Mutual Fund,Jun/2022,"₹7,808.65",6,2022–2023
IDFC,Mutual Fund,Jul/2022,"₹7,457.23",7,2022–2023
IDFC,Mutual Fund,Aug/2022,"₹8,164.64",8,2022–2023
IDFC,Mutual Fund,Sep/2022,"₹8,886.28",9,2022–2023
IDFC,Mutual Fund,Oct/2022,"₹8,800.79",10,2022–2023
IDFC,Mutual Fund,Nov/2022,"₹9,218.22",11,2022–2023
IDFC,Mutual Fund,Dec/2022,"₹9,124.06",12,2022–2023
IDFC,Mutual Fund,Jan/2023,"₹9,507.46",1,2022–2023
IDFC,Mutual Fund,Feb/2023,"₹9,421.94",2,2022–2023
IDFC,Mutual Fund,Mar/2023,"₹8,548.70",3,2022–2023
ABSL,Mutual Fund,Apr/2022,"₹6,444.03",4,2022–2023
ABSL,Mutual Fund,May/2022,"₹6,471.35",5,2022–2023
ABSL,Mutual Fund,Jun/2022,"₹6,195.10",6,2022–2023
ABSL,Mutual Fund,Jul/2022,"₹5,791.87",7,2022–2023
ABSL,Mutual Fund,Aug/2022,"₹6,179.16",8,2022–2023
ABSL,Mutual Fund,Sep/2022,"₹6,552.54",9,2022–2023
ABSL,Mutual Fund,Oct/2022,"₹6,035.64",10,2022–2023
ABSL,Mutual Fund,Nov/2022,"₹6,186.91",11,2022–2023
ABSL,Mutual Fund,Dec/2022,"₹6,166.93",12,2022–2023
ABSL,Mutual Fund,Jan/2023,"₹6,288.88",1,2022–2023
ABSL,Mutual Fund,Feb/2023,"₹6,137.97",2,2022–2023
ABSL,Mutual Fund,Mar/2023,"₹5,403.86",3,2022–2023
LIC MF,Mutual Fund,Apr/2022,₹408.24,4,2022–2023
LIC MF,Mutual Fund,May/2022,₹402.66,5,2022–2023
LIC MF,Mutual Fund,Jun/2022,₹412.99,6,2022–2023
LIC MF,Mutual Fund,Jul/2022,₹421.21,7,2022–2023
LIC MF,Mutual Fund,Aug/2022,₹422.23,8,2022–2023
LIC MF,Mutual Fund,Sep/2022,₹444.85,9,2022–2023
LIC MF,Mutual Fund,Oct/2022,₹427.44,10,2022–2023
LIC MF,Mutual Fund,Nov/2022,₹477.11,11,2022–2023
LIC MF,Mutual Fund,Dec/2022,₹472.33,12,2022–2023
LIC MF,Mutual Fund,Jan/2023,₹471.51,1,2022–2023
LIC MF,Mutual Fund,Feb/2023,₹472.76,2,2022–2023
LIC MF,Mutual Fund,Mar/2023,₹421.90,3,2022–2023
Axis,Mutual Fund,Apr/2022,"₹5,845.26",4,2022–2023
Axis,Mutual Fund,May/2022,"₹5,753.07",5,2022–2023
Axis,Mutual Fund,Jun/2022,"₹5,460.16",6,2022–2023
Axis,Mutual Fund,Jul/2022,"₹5,183.38",7,2022–2023
Axis,Mutual Fund,Aug/2022,"₹5,564.36",8,2022–2023
Axis,Mutual Fund,Sep/2022,"₹6,064.07",9,2022–2023
Axis,Mutual Fund,Oct/2022,"₹5,934.81",10,2022–2023
Axis,Mutual Fund,Nov/2022,"₹6,053.86",11,2022–2023
Axis,Mutual Fund,Dec/2022,"₹5,937.60",12,2022–2023
Axis,Mutual Fund,Jan/2023,"₹6,147.58",1,2022–2023
Axis,Mutual Fund,Feb/2023,"₹5,839.14",2,2022–2023
Axis,Mutual Fund,Mar/2023,"₹4,963.20",3,2022–2023
UTI,Mutual Fund,Apr/2022,"₹4,933.67",4,2022–2023
UTI,Mutual Fund,May/2022,"₹4,822.65",5,2022–2023
UTI,Mutual Fund,Jun/2022,"₹4,709.92",6,2022–2023
UTI,Mutual Fund,Jul/2022,"₹4,440.93",7,2022–2023
UTI,Mutual Fund,Aug/2022,"₹4,751.61",8,2022–2023
UTI,Mutual Fund,Sep/2022,"₹5,128.20",9,2022–2023
UTI,Mutual Fund,Oct/2022,"₹3,723.87",10,2022–2023
UTI,Mutual Fund,Nov/2022,"₹5,647.30",11,2022–2023
UTI,Mutual Fund,Dec/2022,"₹4,330.43",12,2022–2023
UTI,Mutual Fund,Jan/2023,"₹4,224.34",1,2022–2023
UTI,Mutual Fund,Feb/2023,"₹4,118.43",2,2022–2023
